msa,Node Count,Edge Count,Degree Average,Edge Length Total (km),Edge Length Average (km),Streets per Node Average,Intersection Count,Street Length Total (km),Street Segment Count,Street Length Average (km),Circuity Average,Self-loop Proportion,Node Density (/sq km),Intersection Density (/sq km),Edge Density (km/sq km),Street Density (km/sq km),Building Area (sq km),Area (sq km),Car Mode Share,Transit Mode Share,Bicycle Mode Share,Walking Mode Share,Working from Home Share,Median Household Income,Households,Employment Rate (%),Unemployment Rate (%),Population,Housing Units,No Vehicles Available,1 Vehicle Available,2 Vehicles Available,3 or More Vehicles Available,GDP ($),Transit Diesel (gal),Transit Gasoline Vehicle Fuel Use (gal),Transit Liquefied Petroleum Gas (GGE),Transit Compressed Natural Gas (GGE),Transit Bio-Diesel (gal),Transit Other Fuel (GGE),Transit Electric Propulsion Vehicle Fuel Use (kWh),Transit Electric Battery Vehicle Fuel Use (kWh),Transit Diesel Vehicle Miles,Transit Gasoline Vehicle Miles,Transit Compressed Natural Gas Vehicle Miles,Transit Other Fuel Vehicle Miles,Transit Electric Propulsion Vehicle Miles,Transit Electric Battery Vehicle Miles,Cooling Degree Days (°Df),Heating Degree Days (°Df),Palmer Z Index,Average Temperature (°F),Precipitation (in),Population Density (/sq km),Built-Up Area Proportion,Cluster
"St. Cloud, MN",12576.0,32241.0,5.127385496183206,13968.141182000052,0.4332415614279971,2.723998091603053,9625.0,7303.372605999989,17051.0,428.32517776083455,1.0480588745139874,0.0048091021054483,2.6935744531737846,2.061518297693836,2.991748429243004,1.5642635077553133,7.893659294011572,4668.888949842078,87.31974757521822,1.4144163866706008,0.2693673199379408,4.116656037920826,6.051722332740027,64118,76058,0.679,0.046,200264,82381,3978,22360,30225,19495,12442996.0,67539.0,0.0,0.0,344362.0,0.0,0.0,0.0,0.0,411673.0,0.0,1446828.0,0.0,0.0,0.0,593.5,8230.0,-0.0849999999999999,43.95,24.9,42.8932883500632,10.015599447950372,3
"St. George, UT",11271.0,28379.0,5.035755478662053,6098.671672000031,0.214900865851511,2.656729660189868,8494.0,3225.571503999995,14981.0,215.31082731459816,1.1078335916323463,0.0030038048194379,1.7900442324841774,1.3490050315606958,0.9685823841964591,0.5122806909059094,15.91520695818364,6296.4924527917365,86.79688378895264,0.3192147598155023,0.4204634942063224,1.4512318596017548,9.593317583530206,61747,59699,0.545,0.034,172127,71482,2050,16492,24304,16853,8487255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1544.0,4088.0,-1.01,57.9,8.33,27.3369659839237,18.2619516478492,1
"St. Joseph, MO-KS",10640.0,28837.0,5.420488721804511,12740.991703000092,0.4418279190969966,2.82406015037594,8549.0,6610.090119999968,14952.0,442.0873542001049,1.0530537338901664,0.0050829320492241,2.458940443646442,1.975703181647879,2.944486822431455,1.5276144673135044,2.8336712415433705,4327.066980207785,92.494410160093,0.502638404436097,0.0626062069582327,1.7154100706555764,4.046149718272068,53298,47244,0.562,0.044,124946,54088,3831,15204,16803,11406,6894704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1193.75,5272.25,0.4625,53.725,39.01,28.87544855938424,8.774675377360118,3
"St. Louis, MO-IL",159275.0,402096.0,5.049078637576518,89564.9082009978,0.2227450862505416,2.6828818081933763,122818.0,47249.25417500042,213885.0,220.9096204736209,1.0874270873893557,0.0296280711597353,7.607051913120697,5.865847759319778,4.277663828465735,2.256647492484464,66.03046100252911,20937.808998684675,88.27308964439933,1.9353679083069737,0.2081832474565406,1.5953015841850031,7.097215224230105,65725,1137735,0.623,0.046,2806349,1262226,79384,380422,436590,241339,191891956.0,9946129.0,154885.0,0.0,0.0,0.0,0.0,72992296.0,0.0,48501904.0,1045025.0,0.0,0.0,11868756.0,0.0,1287.0666666666666,4597.0,0.9653333333333334,55.84,46.6,134.0326010317649,3.219403845886156,4
"State College, PA",6016.0,14798.0,4.919547872340425,6412.792760999985,0.4333553697121222,2.648271276595745,4583.0,3376.454207999997,7971.0,423.5922980805416,1.1109921795990665,0.0145527537322795,2.0843455366384025,1.5878583102416557,2.221821138427091,1.1698299963611611,15.339122431798115,2886.277680092574,77.08192684960883,5.09511139351098,1.8664866367499304,7.796883893941199,7.227671657201859,61921,59380,0.5489999999999999,0.0409999999999999,162264,67062,5843,20363,21852,11322,12908455.0,341.0,73839.0,0.0,539333.0,0.0,0.0,0.0,0.0,5546.0,834565.0,1654915.0,0.0,0.0,0.0,625.0,5931.0,-0.4,50.4,40.18,56.21912303143181,7.502390063902761,1
"Stockton, CA",23392.0,59941.0,5.124914500683994,13326.31446299983,0.2223238595118505,2.7930916552667577,18467.0,7253.957818000016,32716.0,221.72508307861645,1.0661174643582412,0.0024452867098667,6.335383520549462,5.001518787362642,3.609238758487905,1.9646291389756427,45.47719268695343,3692.2784428323343,90.77369621595942,1.628936895778626,0.2948095940022843,1.3178574566327277,5.17706472469795,68628,231092,0.56,0.072,751615,245192,12841,60692,83565,73994,38177705.0,834133.0,273001.0,0.0,0.0,89299.0,0.0,0.0,652030.0,1930586.0,1764981.0,0.0,0.0,0.0,236651.0,1872.0,2047.0,-2.28,64.5,6.6,203.56400841303795,17.240724991520796,4
"Sumter, SC",13746.0,34501.0,5.019787574567147,11459.446940000067,0.3321482548331951,2.604030263349338,10383.0,5923.543454000024,17855.0,331.75824441333094,1.0822891936446413,0.0236908429011481,3.8596504968199135,2.91537546256956,3.21762404155774,1.663233481388443,13.32108112280424,3561.4623685035103,93.54889812011548,0.2798704499049496,0.2763500668872773,1.7901147644863762,2.800464690558333,45854,54479,0.489,0.092,140540,66291,4962,16656,19065,13796,6625144.0,18425.0,65151.0,4340.0,0.0,0.0,0.0,0.0,0.0,78028.0,837472.0,0.0,81321.0,0.0,0.0,2056.0,1975.0,1.33,65.19999999999999,61.575,39.461318261535766,8.147595119529406,3
"Syracuse, NY",24780.0,66376.0,5.357223567393059,22319.30600600014,0.3362556647884799,2.7955205811138013,20381.0,11622.812123999913,34544.0,336.46399154701,1.0640255900247098,0.0134031959240389,3.3384346906060043,2.745788435401169,3.006922737719202,1.565859531765834,59.495481476033184,7422.64033791892,86.71555539420662,2.017155058894195,0.2716162652928538,3.769954554605431,6.028692974610645,61890,259905,0.5820000000000001,0.057,650211,296071,27730,91017,99398,41760,48446096.0,337602.0,202481.0,0.0,893482.0,0.0,0.0,0.0,0.0,1798119.0,728196.0,2885314.0,0.0,0.0,0.0,537.6666666666666,6610.666666666667,-0.3233333333333333,48.2,39.50666666666667,87.59834376971837,14.84415142092916,3
"Tallahassee, FL",21369.0,50871.0,4.761196125228135,14283.536269000078,0.2807795456940118,2.631522298656933,16210.0,7647.031639999938,28196.0,271.2098042275478,1.0851275281083492,0.0067740104979429,3.167301453002799,2.4026373041871576,2.1170979071936977,1.133438833100762,11.409984677969476,6746.752816894286,88.43365553602813,1.4251977152899824,0.5272407732864675,1.9782513181019328,6.634995606326889,53423,150862,0.5820000000000001,0.059,384783,172558,9754,54561,57308,29239,23830845.0,1584436.0,48767.0,0.0,200860.0,0.0,0.0,0.0,147473.0,2207793.0,92122.0,497558.0,0.0,0.0,139507.0,2974.0,1163.5,-0.285,69.9,56.8725,57.03232509667163,18.705910891889708,3
"Tampa-St. Petersburg-Clearwater, FL",124563.0,315501.0,5.065725777317502,51336.67003299941,0.1627147617059832,2.814752374300555,100245.0,28466.824173000023,175612.0,162.1006774764824,1.0822432862939302,0.007396988816254,14.44160940521334,11.62222437501996,5.951880869767892,3.3003922168970847,222.7300788851948,8625.285209211756,85.60264907953845,1.1471362195014534,0.5805871796001058,1.3668606315511318,9.67571897295869,57097,1239349,0.5660000000000001,0.054,3152928,1436297,79007,504910,472934,182498,192269410.0,3573829.0,575423.0,0.0,1142321.0,0.0,0.0,738468.0,58322.0,15306098.0,3040561.0,4463678.0,0.0,114746.0,22508.0,4098.5,538.75,-0.6375,74.7,51.4675,365.5447818273523,13.988992179037384,4
"Terre Haute, IN",16616.0,46337.0,5.577395281656235,16547.81619300016,0.3571188508751139,2.88348579682234,13660.0,8557.39263599999,23853.0,358.75540334549066,1.054474828272263,0.0104389384983021,3.3153008776538813,2.725506137984594,3.3016965303267054,1.7074104066297318,4.298820431016456,5011.913130418058,91.1054419682828,0.6451375516661966,0.3642696822145634,3.2563501894938245,3.630431849680497,50418,73479,0.545,0.0559999999999999,186580,83871,5011,23819,25995,18654,8867854.0,27344.0,44515.0,0.0,0.0,0.0,0.0,0.0,0.0,207175.0,80374.0,0.0,0.0,0.0,0.0,1056.4,4973.2,0.36,54.16,43.168,37.22730126099309,12.53959526183942,3
"Texarkana, TX-AR",13341.0,34285.0,5.139794618094595,13511.931028999996,0.3941061988916435,2.6517502436099245,9971.0,7027.334818000013,17663.0,397.8562428805986,1.0751089028581886,0.0037932401064371,2.414433182416387,1.804535886505794,2.4453680110141063,1.271795994942602,3.986009426385418,5525.520481228726,95.22122101852788,0.3577334548277142,0.1468057102359015,0.774526678141136,2.4265127737842125,49496,55812,0.507,0.06,149482,66121,3900,19456,20395,12061,6938427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.3333333333333,2336.0,1.54,64.03333333333333,68.32333333333334,27.053017088221758,49.01269103095107,3
"The Villages, FL",10223.0,26561.0,5.196322018976817,4752.9956420000535,0.178946411731488,2.763865792820112,8565.0,2583.5687689999886,14144.0,182.66181907522545,1.093533166420038,0.0540158371040724,6.8104105209501045,5.705875585634123,3.166374990346,1.7211350803086798,0.8546191884914744,1501.0842545470832,78.57987233036489,0.1418551501300338,1.737725589092915,1.3279218220505948,11.360233272913549,59618,59076,0.215,0.047,129938,72655,1903,36321,16730,4122,4678542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3880.0,650.0,-1.07,73.8,46.82,86.56276262068029,9.715697719834225,7
"Toledo, OH",27647.0,75045.0,5.428798784678265,19926.45117399964,0.2655266996335483,2.901978514847904,23567.0,10565.00729300007,40058.0,263.7427553297736,1.041253191012017,0.0153527385291327,4.831017991759571,4.1180815644300575,3.481934536604725,1.8461221946523825,37.56338707611287,5722.810398793466,91.16532124738237,1.0737748446115871,0.2868966070050867,2.4969022514202885,4.139460474064079,53600,266939,0.597,0.063,643724,303804,21073,95105,99392,51369,40574704.0,0.0,2133.0,0.0,0.0,596805.0,0.0,0.0,0.0,2882554.0,1.0,0.0,0.0,0.0,0.0,1009.75,5398.25,-0.655,52.875,29.63,112.48389430055478,9.528167404960795,3
"Topeka, KS",18499.0,50142.0,5.421049786474945,22332.88208600021,0.4453927263770932,2.83604519163198,14886.0,11507.274757999989,26135.0,440.3013108092592,1.0415865712441248,0.0070403673235125,2.169375472097606,1.7456794030836782,2.618974356376932,1.349456706345915,9.135836035899622,8527.338968257534,91.1291273317554,0.8451904852590437,0.0997542418224193,1.8318506225571545,5.300577667745826,59815,95356,0.607,0.04,232248,105347,5992,29737,35572,24055,14892058.0,183010.0,24429.0,0.0,0.0,0.0,0.0,0.0,0.0,928159.0,145050.0,0.0,0.0,0.0,0.0,1345.2,4868.4,-0.008,55.24,33.076,27.235694612883115,20.322597246013483,3
"Trenton-Princeton, NJ",12072.0,31348.0,5.19350563286945,5487.370191000041,0.1750468990366224,2.8716865473823723,10385.0,3076.6207909999985,17308.0,177.75715224173783,1.0896615039646311,0.0235151375086665,20.3740250395531,17.52685967824378,9.261084962949976,5.1924411061169335,14.264064397595368,592.5191500729007,79.10453748381107,6.709951748404029,0.3140365153407984,3.884769229005971,8.69388316466287,83306,131440,0.6,0.06,368085,145115,14436,44029,48155,24820,44829460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.0,4446.0,-0.23,55.8,46.01,621.2204279890575,21.532516627770026,7
"Tucson, AZ",53107.0,129478.0,4.876118025872295,29073.80845899956,0.2245463202937917,2.671719359029883,40283.0,15643.739819999792,71203.0,219.70618962683864,1.0805687378729458,0.0119517436063087,2.232603129330116,1.6934858278344675,1.2222546132733316,0.6576583590968741,77.87811092390632,23787.03106804949,85.06597882524474,1.9665457593639992,1.3621578720909235,2.129737177100588,7.753375855250104,55023,410942,0.534,0.068,1038476,463236,31233,153811,150211,75687,57168715.0,698.0,532797.0,0.0,902015.0,1671027.0,0.0,1833440.0,2845.0,6613690.0,3125398.0,2898522.0,0.0,202583.0,0.0,3436.0,1639.0,-1.2,69.8,5.6,43.65723477760413,6.844679032084505,4
"Tulsa, OK",64692.0,165762.0,5.124652198107958,47120.82115000033,0.2842679332416375,2.695109132504792,49708.0,24711.587165999965,87157.0,283.52957497389724,1.07091240934608,0.0072053879780166,3.860552055715934,2.966368663598708,2.81197648793756,1.4746857205482076,26.196187081821115,16757.18888551626,91.39361806151608,0.3754848382785932,0.1588422550819743,1.1859931986831955,5.5653458784672045,57341,384369,0.603,0.053,996141,433870,21175,124033,149657,89504,57031176.0,101722.0,30121.0,0.0,534007.0,0.0,0.0,0.0,0.0,635762.0,301212.0,3583403.0,0.0,0.0,0.0,1773.142857142857,3318.0,0.5371428571428571,60.68571428571429,44.17285714285714,59.44559119107348,54.25199182070022,4
"Tuscaloosa, AL",24229.0,57468.0,4.743736844277518,20766.68096000005,0.3613607739959639,2.4960584423624583,16969.0,10756.816455999991,30224.0,355.9031384330331,1.0969287303686377,0.0116794600317628,2.624563125239181,1.838136599619615,2.2495136027579647,1.1652129190384906,21.03598967242825,9231.631644520638,93.15565770991807,0.6421131359565114,0.2179901129170542,1.0023896824093836,4.600594684324777,50871,91112,0.5479999999999999,0.064,251878,114317,6001,31183,33212,20716,14115777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2086.75,2222.75,1.0725,64.525,70.71000000000001,27.28423421763153,4.136418029213558,3
"Twin Falls, ID",12685.0,33748.0,5.32093023255814,13625.948382999874,0.4037557302062307,2.696807252660623,9718.0,6909.045495999978,17039.0,405.4842124537812,1.0808763525436602,0.008157755736839,1.935037835787068,1.482435765721618,2.078575141473108,1.0539428020444763,1.4644301641985318,6555.427374803984,91.79407666189084,0.2845871523620734,0.0726187906027359,1.6643441738140567,5.48370002551471,53944,39762,0.629,0.034,110272,42375,1327,10697,15685,12053,5855510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.5,6159.5,-1.3199999999999998,49.6,8.01,16.82148145273248,9.601735234932828,3
"Tyler, TX",11964.0,31061.0,5.1924105650284185,9107.481142000062,0.2932127472393053,2.7311935807422265,9462.0,4773.739863999976,16300.0,292.86747631901693,1.07275971541334,0.0057055214723926,4.864055395572169,3.846848224080898,3.702715880041557,1.940800329534189,5.334456020034457,2459.6759343841004,91.4296016918594,0.5233459053299419,0.2972448810533189,0.8069467590562232,5.422526289116939,59450,77809,0.579,0.055,230184,91122,2978,23626,33116,18089,13002892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2289.0,2056.0,0.79,65.5,54.91,93.58305977719694,8.188815538082178,5
"Utica-Rome, NY",14308.0,37611.0,5.2573385518591,15364.907732999956,0.4085216487995521,2.748462398658093,11491.0,7998.033445999928,19594.0,408.1878863937904,1.066671131644238,0.0127079718281106,2.0357805401732145,1.634970239525469,2.186160201593392,1.1379816081228105,12.82321167144304,7028.262485887895,88.59759507829978,1.0540952025851356,0.0567051951280139,3.750310713397962,5.737322893363162,58983,115768,0.557,0.048,290812,139309,11972,42363,42835,18598,16406031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.5,7279.5,-0.795,46.0,41.120000000000005,41.377509816106574,3.7117305519203017,3
"Valdosta, GA",9764.0,25385.0,5.199713232281852,10510.568975999928,0.414046443805394,2.773453502662844,7900.0,5494.799977999987,13492.0,407.2635619626436,1.0687692532579054,0.0035576638007708,2.313845385338634,1.8721198836721844,2.4907652112249945,1.302142315900665,11.824349985509656,4219.8152313323335,92.0337364735837,0.3071292170591979,0.4328453214513049,2.8485041374920432,2.9073838319541694,43859,54469,0.521,0.057,146462,62572,4684,17870,20411,11504,7729599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2610.75,1412.25,-0.1699999999999999,68.2,51.3675,34.70815473448044,18.501238490006163,3
"Victoria, TX",6660.0,17203.0,5.166066066066066,6968.803527000047,0.405092340115099,2.725525525525525,5099.0,3709.5744719999966,9048.0,409.98833687002616,1.0724459541085918,0.0036472148541114,1.4714925791673876,1.1265976968730496,1.539721122470884,0.8196113074199364,2.439616919741074,4526.016708673052,91.09052669262093,0.8211393028146954,0.2908667830133798,1.7452006980802792,5.461583210274309,58629,35360,0.586,0.051,99622,41044,2268,11494,14172,7426,5286399.0,19396.0,127787.0,0.0,0.0,0.0,0.0,0.0,0.0,31448.0,864765.0,0.0,0.0,0.0,0.0,3793.0,817.0,-1.385,73.05,30.085,22.01096602429632,7.182806129194414,3
"Vineland-Bridgeton, NJ",5702.0,15326.0,5.375657663977552,4378.557083999988,0.2856947072947924,2.782532444756226,4526.0,2244.348112,7896.0,284.2386160081054,1.0394874558156046,0.0035460992907801,3.2928606205146127,2.6137297734916056,2.5285826370710023,1.2960935665961275,3.685095110667702,1731.625069241128,91.99367519042436,1.725720892274211,0.2754352557127312,1.497891730141458,2.8869695321001085,55709,50947,0.512,0.08,150085,56411,5151,16835,17570,11391,7946208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1194.0,4092.0,0.91,57.0,56.15,86.67291936687754,10.385497126614348,5
"Visalia, CA",17815.0,47109.0,5.288689306763963,17903.98095199979,0.3800543622662292,2.8063429694078024,14039.0,9315.135918999991,24959.0,373.2175134821103,1.0853045950802922,0.003966505068312,1.420534567268127,1.1194434347391096,1.4276297408939551,0.7427714045321604,3.0153419129209564,12541.05349527718,92.187194484947,0.6256948285205111,0.2463673387299512,1.4178691739152296,4.276512421718314,52534,139044,0.546,0.099,463955,150079,7394,41134,51798,38718,22358749.0,0.0,12241.0,0.0,649804.0,0.0,0.0,0.0,0.0,0.0,110267.0,2201314.0,0.0,0.0,0.0,896.0,4133.0,-1.15,56.1,11.61,36.99489840903081,13.471051414863345,3
"Waco, TX",18023.0,47123.0,5.22920712423015,14757.990828999888,0.3131802056108458,2.813848970759585,14554.0,7858.959237999944,25300.0,310.6307999209464,1.0622226946221485,0.0032411067193675,3.793927390089483,3.0636863582845444,3.106627399924101,1.6543483721158945,17.628562798165728,4750.486276326683,91.86909638050656,0.5901529716626265,0.1504639304522277,1.9685697567499791,4.51726155646577,49534,96974,0.573,0.047,271326,110079,6072,32323,36761,21818,15285963.0,189872.0,19157.0,0.0,0.0,0.0,0.0,0.0,0.0,1662777.0,422856.0,0.0,0.0,0.0,0.0,2716.0,1769.5,0.865,67.5,45.51,57.11541602637847,5.069026143694671,3
"Walla Walla, WA",3424.0,9202.0,5.375,4098.645922999999,0.4454081637687458,2.7578855140186915,2702.0,2101.347819000001,4701.0,447.0001742182517,1.0914411892291,0.0017017655817911,1.018888699606684,0.8040412576919567,1.2196448640869468,0.6253036059352375,3.489404957913546,3360.5240703147933,81.5420200462606,1.002313030069391,1.0601387818041634,6.873554356206631,8.292212798766384,60615,22773,0.539,0.055,60785,24871,1620,5960,8673,6520,4105998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,4888.0,-0.81,53.6,15.03,18.08795257172672,18.32873179217767,1
"Warner Robins, GA",9747.0,24057.0,4.93628808864266,5928.683340000039,0.2464431699713197,2.6006976505591464,7243.0,3156.8295679999906,12655.0,249.45314642433743,1.0809452218693234,0.0035559067562228,7.0762931914744085,5.258396592371924,4.3042065818457,2.291848935947823,16.33509039616899,1377.4160759397712,93.98624625748504,0.2339071856287425,0.2689932634730539,0.858439371257485,3.5787799401197606,63074,68257,0.581,0.061,182819,75710,3656,20563,26624,17414,12233930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2326.5,1785.5,1.115,66.4,63.835,132.7260536546794,4.274501606376455,5
"Waterloo-Cedar Falls, IA",9956.0,28493.0,5.723784652470872,11869.636500000075,0.4165807917734206,3.0415829650462034,8506.0,6279.409101999985,15067.0,416.7657199176999,1.0238995740789594,0.0026548085219353,2.5410625592115967,2.17098012541722,3.0294785959824804,1.602688967764632,5.020842376425263,3918.046001625793,88.53557462207436,0.4190743010564408,0.3396953248117668,3.751823965446799,6.372497519406993,58996,68165,0.6409999999999999,0.048,169107,74277,4350,20723,25502,17590,11356380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.3333333333334,6907.666666666667,0.2833333333333334,48.2,36.1,43.1610552632177,10.023570091579463,3
"Watertown-Fort Drum, NY",6856.0,17587.0,5.130396732788798,8518.697989000044,0.4843747079661138,2.6397316219369893,5211.0,4387.307742,9012.0,486.8295319573901,1.0576788615713912,0.0093209054593874,1.5100126232870956,1.1477065023262916,1.876216671143592,0.9662908507387988,13.6701088314011,4540.359394529699,86.03377984857309,0.5629974762182101,0.036886041545331,5.179576781207532,6.309454474859251,54726,43046,0.492,0.0579999999999999,111454,60119,3885,15398,17382,6381,9891009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,6922.0,-0.1,47.3,39.7,24.5473959912252,3.736562659825232,1
"Wausau-Weston, WI",12612.0,32426.0,5.142086901363781,15658.892097999877,0.482911617159066,2.7678401522359657,9743.0,8165.941753000009,17359.0,470.41544749121545,1.0483577473891763,0.0045509533959329,1.9604071885075844,1.5144503042839672,2.434015590943829,1.2693126318994166,4.471725752315207,6433.35735245964,89.562515744395,0.3730671880810431,0.1871333805165361,2.1736261890766886,6.897544474167197,62237,68652,0.645,0.031,163172,76857,3591,18716,28743,17602,11329867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,8356.0,0.44,43.1,33.2,25.36342862061208,17.36758666916224,3
